75	37   0.5
13	9   0.5
21	48   0.5
41	52   0.5
3	12   0.5
73	27   0.5
32	36   0.5
47	0   0.5
70	51   0.5
62	42   0.5
29	66   0.5
26	9   0.5
61	34   0.5
5	63   0.5
13	33   0.5
50	64   0.5
53	73   0.5
78	50   0.5
11	60   0.5
66	7   0.5
51	38   0.5
41	34   0.5
50	52   0.5
51	13   0.5
53	0   0.5
63	37   0.5
51	69   0.5
50	60   0.5
22	25   0.5
70	2   0.5
52	28   0.5
61	68   0.5
36	14   0.5
43	58   0.5
4	9   0.5
30	12   0.5
37	78   0.5
77	20   0.5
73	63   0.5
35	57   0.5
62	2   0.5
4	44   0.5
79	23   0.5
39	56   0.5
70	77   0.5
67	50   0.5
17	6   0.5
42	71   0.5
10	55   0.5
55	4   0.5
68	50   0.5
68	17   0.5
1	23   0.5
68	69   0.5
18	30   0.5
13	20   0.5
61	70   0.5
75	7   0.5
22	40   0.5
65	2   0.5
74	36   0.5
3	66   0.5
17	69   0.5
14	7   0.5
63	62   0.5
48	65   0.5
17	11   0.5
16	58   0.5
23	51   0.5
13	6   0.5
34	60   0.5
71	65   0.5
50	6   0.5
66	58   0.5
56	15   0.5
48	0   0.5
35	9   0.5
24	30   0.5
21	32   0.5
28	77   0.5
20	16   0.5
7	58   0.5
34	66   0.5
66	70   0.5
66	48   0.5
20	4   0.5
23	19   0.5
25	56   0.5
38	55   0.5
12	79   0.5
58	49   0.5
78	42   0.5
47	63   0.5
32	39   0.5
1	67   0.5
51	39   0.5
79	37   0.5
17	75   0.5
74	22   0.5
33	55   0.5
