3	31   0.5
43	8   0.5
8	21   0.5
4	17   0.5
51	25   0.5
10	53   0.5
28	59   0.5
15	36   0.5
38	0   0.5
32	16   0.5
21	26   0.5
47	13   0.5
16	15   0.5
43	9   0.5
7	15   0.5
1	14   0.5
17	34   0.5
57	12   0.5
16	35   0.5
48	36   0.5
1	54   0.5
33	7   0.5
3	24   0.5
30	19   0.5
37	12   0.5
53	54   0.5
26	33   0.5
41	37   0.5
5	40   0.5
25	57   0.5
19	10   0.5
52	36   0.5
51	9   0.5
59	41   0.5
35	44   0.5
47	34   0.5
35	7   0.5
3	12   0.5
17	11   0.5
13	28   0.5
25	6   0.5
57	55   0.5
27	33   0.5
33	2   0.5
21	8   0.5
58	23   0.5
28	52   0.5
12	50   0.5
17	31   0.5
34	53   0.5
10	42   0.5
43	31   0.5
29	57   0.5
33	53   0.5
8	22   0.5
51	59   0.5
25	30   0.5
6	42   0.5
45	40   0.5
39	54   0.5
43	49   0.5
56	34   0.5
35	53   0.5
32	13   0.5
26	22   0.5
59	37   0.5
10	38   0.5
46	45   0.5
42	52   0.5
19	32   0.5
44	3   0.5
42	19   0.5
20	21   0.5
3	45   0.5
17	47   0.5
