31	46   0.5
14	5   0.5
72	21   0.5
54	68   0.5
3	78   0.5
46	16   0.5
17	67   0.5
74	35   0.5
23	48   0.5
55	75   0.5
23	45   0.5
56	66   0.5
29	44   0.5
67	53   0.5
8	70   0.5
2	4   0.5
20	8   0.5
0	3   0.5
28	5   0.5
20	38   0.5
71	75   0.5
65	6   0.5
48	19   0.5
44	69   0.5
41	70   0.5
61	67   0.5
8	60   0.5
14	62   0.5
74	6   0.5
71	53   0.5
3	20   0.5
4	77   0.5
44	62   0.5
2	77   0.5
36	29   0.5
34	68   0.5
23	24   0.5
76	49   0.5
48	42   0.5
2	74   0.5
55	17   0.5
28	13   0.5
55	31   0.5
28	70   0.5
31	51   0.5
1	41   0.5
35	42   0.5
73	42   0.5
23	75   0.5
41	71   0.5
18	75   0.5
6	25   0.5
37	53   0.5
27	13   0.5
35	31   0.5
7	11   0.5
79	36   0.5
77	41   0.5
59	23   0.5
75	42   0.5
70	43   0.5
28	48   0.5
56	29   0.5
63	46   0.5
70	44   0.5
37	52   0.5
34	61   0.5
28	57   0.5
68	8   0.5
30	59   0.5
65	70   0.5
7	29   0.5
30	32   0.5
26	50   0.5
37	74   0.5
13	12   0.5
47	42   0.5
4	24   0.5
47	73   0.5
72	33   0.5
10	61   0.5
6	46   0.5
31	68   0.5
79	43   0.5
48	67   0.5
25	34   0.5
79	73   0.5
66	7   0.5
28	72   0.5
46	4   0.5
25	49   0.5
57	49   0.5
71	13   0.5
67	8   0.5
47	18   0.5
45	42   0.5
45	55   0.5
72	62   0.5
56	2   0.5
4	18   0.5
