34	16   0.5
29	26   0.5
27	8   0.5
33	57   0.5
17	30   0.5
13	8   0.5
8	36   0.5
29	24   0.5
41	6   0.5
21	50   0.5
13	48   0.5
8	6   0.5
27	50   0.5
53	16   0.5
17	18   0.5
50	32   0.5
23	34   0.5
13	7   0.5
17	46   0.5
14	56   0.5
23	25   0.5
49	29   0.5
22	13   0.5
34	21   0.5
50	12   0.5
44	14   0.5
44	32   0.5
26	5   0.5
18	9   0.5
42	29   0.5
39	15   0.5
42	16   0.5
20	54   0.5
22	25   0.5
42	18   0.5
36	18   0.5
6	49   0.5
19	48   0.5
22	38   0.5
56	19   0.5
37	31   0.5
23	36   0.5
36	56   0.5
39	1   0.5
47	37   0.5
20	1   0.5
8	30   0.5
53	18   0.5
43	5   0.5
27	11   0.5
43	39   0.5
40	3   0.5
15	42   0.5
39	57   0.5
18	44   0.5
15	57   0.5
34	43   0.5
28	15   0.5
32	43   0.5
7	38   0.5
1	28   0.5
4	53   0.5
18	6   0.5
39	12   0.5
36	58   0.5
47	59   0.5
31	50   0.5
18	48   0.5
9	55   0.5
56	12   0.5
8	55   0.5
33	41   0.5
37	16   0.5
58	59   0.5
54	46   0.5
