20	33   0.5
50	32   0.5
54	72   0.5
41	12   0.5
43	38   0.5
31	42   0.5
79	55   0.5
68	32   0.5
70	35   0.5
77	61   0.5
19	45   0.5
57	33   0.5
31	9   0.5
40	3   0.5
74	0   0.5
18	65   0.5
37	74   0.5
14	53   0.5
36	14   0.5
35	21   0.5
25	74   0.5
2	67   0.5
30	44   0.5
49	16   0.5
70	79   0.5
26	62   0.5
14	2   0.5
53	26   0.5
41	26   0.5
60	39   0.5
69	51   0.5
57	37   0.5
32	6   0.5
48	58   0.5
11	12   0.5
4	40   0.5
52	7   0.5
39	6   0.5
49	59   0.5
47	35   0.5
78	46   0.5
40	0   0.5
61	42   0.5
1	35   0.5
79	16   0.5
12	70   0.5
6	44   0.5
14	3   0.5
21	10   0.5
27	78   0.5
4	56   0.5
20	14   0.5
14	17   0.5
52	40   0.5
59	42   0.5
30	18   0.5
76	4   0.5
39	15   0.5
19	18   0.5
8	52   0.5
29	19   0.5
71	62   0.5
44	1   0.5
21	53   0.5
59	30   0.5
24	16   0.5
34	68   0.5
70	72   0.5
56	33   0.5
35	47   0.5
76	18   0.5
38	16   0.5
74	59   0.5
38	9   0.5
67	7   0.5
5	34   0.5
54	71   0.5
31	53   0.5
58	56   0.5
8	22   0.5
40	26   0.5
22	69   0.5
72	4   0.5
18	25   0.5
58	18   0.5
76	34   0.5
28	33   0.5
38	21   0.5
73	4   0.5
35	22   0.5
32	16   0.5
55	34   0.5
55	27   0.5
11	67   0.5
54	11   0.5
49	32   0.5
53	1   0.5
0	23   0.5
47	64   0.5
33	30   0.5
