25	34   0.5
34	33   0.5
26	33   0.5
22	34   0.5
13	16   0.5
33	1   0.5
9	16   0.5
35	31   0.5
17	10   0.5
30	8   0.5
17	0   0.5
33	36   0.5
19	29   0.5
32	8   0.5
1	14   0.5
36	0   0.5
19	2   0.5
33	25   0.5
37	5   0.5
24	15   0.5
26	27   0.5
0	20   0.5
11	30   0.5
16	5   0.5
4	6   0.5
7	8   0.5
9	29   0.5
19	38   0.5
5	9   0.5
10	32   0.5
10	24   0.5
1	29   0.5
10	25   0.5
20	9   0.5
15	20   0.5
12	14   0.5
31	35   0.5
32	5   0.5
25	4   0.5
37	18   0.5
15	11   0.5
35	33   0.5
16	21   0.5
5	28   0.5
5	6   0.5
35	14   0.5
25	28   0.5
23	8   0.5
26	20   0.5
23	22   0.5
