21	6   0.5
16	20   0.5
25	36   0.5
6	5   0.5
39	11   0.5
11	39   0.5
17	37   0.5
15	11   0.5
27	10   0.5
11	36   0.5
27	13   0.5
24	25   0.5
8	26   0.5
29	13   0.5
7	29   0.5
19	1   0.5
9	37   0.5
25	30   0.5
3	32   0.5
14	17   0.5
16	29   0.5
23	10   0.5
4	38   0.5
21	18   0.5
4	20   0.5
38	14   0.5
25	37   0.5
33	36   0.5
20	3   0.5
28	2   0.5
4	8   0.5
18	35   0.5
3	9   0.5
29	7   0.5
29	32   0.5
5	18   0.5
5	35   0.5
7	34   0.5
11	5   0.5
24	16   0.5
7	18   0.5
26	31   0.5
0	11   0.5
28	27   0.5
4	19   0.5
9	27   0.5
20	25   0.5
19	37   0.5
15	39   0.5
1	16   0.5
