36	38   0.5
27	32   0.5
66	27   0.5
51	55   0.5
8	69   0.5
41	40   0.5
18	76   0.5
59	22   0.5
41	65   0.5
11	64   0.5
47	20   0.5
44	63   0.5
45	53   0.5
15	65   0.5
54	14   0.5
70	4   0.5
33	68   0.5
30	77   0.5
20	23   0.5
60	48   0.5
19	76   0.5
7	52   0.5
23	63   0.5
57	46   0.5
3	30   0.5
25	28   0.5
30	33   0.5
40	6   0.5
51	16   0.5
0	34   0.5
0	7   0.5
12	61   0.5
73	33   0.5
61	21   0.5
61	14   0.5
3	25   0.5
23	22   0.5
12	10   0.5
31	26   0.5
26	76   0.5
43	61   0.5
16	12   0.5
51	79   0.5
12	3   0.5
1	19   0.5
66	58   0.5
22	47   0.5
22	63   0.5
45	58   0.5
62	48   0.5
35	28   0.5
7	45   0.5
23	64   0.5
57	44   0.5
22	70   0.5
12	27   0.5
38	77   0.5
20	69   0.5
56	27   0.5
11	14   0.5
59	28   0.5
43	9   0.5
27	79   0.5
56	43   0.5
67	24   0.5
78	70   0.5
17	61   0.5
28	40   0.5
53	58   0.5
9	28   0.5
7	38   0.5
49	31   0.5
77	7   0.5
21	48   0.5
55	54   0.5
23	52   0.5
21	20   0.5
23	16   0.5
29	39   0.5
36	61   0.5
52	5   0.5
34	54   0.5
65	45   0.5
4	17   0.5
69	70   0.5
42	75   0.5
41	48   0.5
30	61   0.5
42	50   0.5
10	25   0.5
19	59   0.5
51	57   0.5
52	1   0.5
16	54   0.5
43	24   0.5
28	34   0.5
10	79   0.5
1	37   0.5
23	53   0.5
43	55   0.5
