0	2   0.5
0	7   0.5
0	11   0.5
0	13   0.5
0	14   0.5
0	16   0.5
0	18   0.5
0	22   0.5
0	24   0.5
0	25   0.5
0	26   0.5
0	29   0.5
0	32   0.5
0	33   0.5
0	34   0.5
0	36   0.5
0	37   0.5
0	41   0.5
0	45   0.5
0	46   0.5
0	47   0.5
0	48   0.5
0	50   0.5
0	51   0.5
0	53   0.5
0	54   0.5
0	55   0.5
0	56   0.5
0	57   0.5
0	58   0.5
0	59   0.5
0	60   0.5
0	61   0.5
0	62   0.5
0	63   0.5
0	64   0.5
0	65   0.5
0	66   0.5
0	67   0.5
0	68   0.5
0	69   0.5
0	70   0.5
0	71   0.5
0	72   0.5
0	73   0.5
0	74   0.5
0	75   0.5
0	76   0.5
0	77   0.5
0	78   0.5
0	79   0.5
0	80   0.5
0	81   0.5
0	82   0.5
0	83   0.5
0	84   0.5
0	85   0.5
0	86   0.5
0	87   0.5
0	88   0.5
0	89   0.5
0	90   0.5
0	91   0.5
0	92   0.5
0	93   0.5
0	94   0.5
0	95   0.5
0	96   0.5
0	97   0.5
0	98   0.5
0	99   0.5
0	100   0.5
0	101   0.5
0	102   0.5
0	103   0.5
0	104   0.5
0	105   0.5
0	106   0.5
0	107   0.5
0	108   0.5
0	109   0.5
0	110   0.5
0	111   0.5
0	112   0.5
0	113   0.5
0	114   0.5
0	115   0.5
0	116   0.5
0	117   0.5
0	118   0.5
0	119   0.5
0	120   0.5
0	121   0.5
0	122   0.5
0	123   0.5
0	124   0.5
0	125   0.5
0	126   0.5
0	127   0.5
0	128   0.5
0	129   0.5
0	130   0.5
0	131   0.5
0	132   0.5
0	133   0.5
0	134   0.5
0	135   0.5
0	136   0.5
0	137   0.5
0	138   0.5
0	139   0.5
0	140   0.5
0	141   0.5
0	142   0.5
0	143   0.5
0	144   0.5
0	145   0.5
0	146   0.5
0	147   0.5
0	148   0.5
0	149   0.5
1	0   0.5
1	52   0.5
1	53   0.5
1	54   0.5
2	2   0.5
2	6   0.5
2	7   0.5
2	8   0.5
2	9   0.5
2	12   0.5
2	14   0.5
2	18   0.5
2	19   0.5
2	23   0.5
2	24   0.5
2	25   0.5
2	27   0.5
2	28   0.5
2	29   0.5
2	34   0.5
2	36   0.5
2	37   0.5
2	38   0.5
2	39   0.5
2	40   0.5
2	47   0.5
3	0   0.5
3	2   0.5
4	0   0.5
4	2   0.5
5	0   0.5
5	2   0.5
6	0   0.5
8	0   0.5
9	2   0.5
10	0   0.5
10	2   0.5
11	2   0.5
12	2   0.5
13	0   0.5
15	0   0.5
15	2   0.5
16	0   0.5
17	0   0.5
17	2   0.5
19	0   0.5
20	0   0.5
20	2   0.5
21	0   0.5
21	2   0.5
22	2   0.5
23	2   0.5
26	0   0.5
27	2   0.5
28	2   0.5
30	0   0.5
30	2   0.5
31	0   0.5
31	2   0.5
32	0   0.5
33	0   0.5
35	0   0.5
35	2   0.5
38	2   0.5
39	0   0.5
40	2   0.5
41	0   0.5
42	0   0.5
42	2   0.5
43	0   0.5
43	2   0.5
44	0   0.5
44	2   0.5
45	2   0.5
46	0   0.5
48	0   0.5
49	0   0.5
49	1   0.5
50	1   0.5
51	1   0.5
52	0   0.5
55	1   0.5
56	0   0.5
57	0   0.5
58	0   0.5
59	0   0.5
60	0   0.5
61	0   0.5
62	0   0.5
63	0   0.5
64	0   0.5
65	0   0.5
66	0   0.5
67	0   0.5
68	0   0.5
69	0   0.5
70	0   0.5
71	0   0.5
72	0   0.5
73	0   0.5
74	0   0.5
75	0   0.5
76	0   0.5
77	0   0.5
78	0   0.5
79	0   0.5
80	0   0.5
81	0   0.5
82	0   0.5
83	0   0.5
84	0   0.5
85	0   0.5
86	0   0.5
87	0   0.5
88	0   0.5
89	0   0.5
90	0   0.5
91	0   0.5
92	0   0.5
93	0   0.5
94	0   0.5
95	0   0.5
96	0   0.5
97	0   0.5
98	0   0.5
99	0   0.5
100	0   0.5
101	0   0.5
102	0   0.5
103	0   0.5
104	0   0.5
105	0   0.5
106	0   0.5
107	0   0.5
108	0   0.5
109	0   0.5
110	0   0.5
111	0   0.5
112	0   0.5
113	0   0.5
114	0   0.5
115	0   0.5
116	0   0.5
117	0   0.5
118	0   0.5
119	0   0.5
120	0   0.5
121	0   0.5
122	0   0.5
123	0   0.5
124	0   0.5
125	0   0.5
126	0   0.5
127	0   0.5
128	0   0.5
129	0   0.5
130	0   0.5
131	0   0.5
132	0   0.5
133	0   0.5
134	0   0.5
135	0   0.5
136	0   0.5
137	0   0.5
138	0   0.5
139	0   0.5
140	0   0.5
141	0   0.5
142	0   0.5
143	0   0.5
144	0   0.5
145	0   0.5
146	0   0.5
147	0   0.5
148	0   0.5
149	0   0.5
