0	1   0.5
0	4   0.5
0	5   0.5
0	17   0.5
0	20   0.5
0	21   0.5
0	22   0.5
0	24   0.5
0	28   0.5
0	29   0.5
0	32   0.5
0	33   0.5
0	34   0.5
0	40   0.5
0	41   0.5
0	45   0.5
0	46   0.5
0	48   0.5
0	49   0.5
0	50   0.5
0	53   0.5
0	54   0.5
0	55   0.5
0	56   0.5
0	57   0.5
0	58   0.5
0	59   0.5
0	62   0.5
0	64   0.5
0	65   0.5
0	66   0.5
0	67   0.5
0	69   0.5
0	70   0.5
0	80   0.5
0	81   0.5
0	82   0.5
0	84   0.5
0	85   0.5
0	90   0.5
0	91   0.5
0	92   0.5
0	94   0.5
0	95   0.5
0	96   0.5
0	98   0.5
2	0   0.5
2	2   0.5
2	3   0.5
2	6   0.5
2	7   0.5
2	8   0.5
2	9   0.5
2	10   0.5
2	11   0.5
2	12   0.5
2	14   0.5
2	16   0.5
2	18   0.5
2	19   0.5
2	23   0.5
2	25   0.5
2	27   0.5
2	30   0.5
2	31   0.5
2	34   0.5
2	36   0.5
2	38   0.5
2	39   0.5
2	43   0.5
2	45   0.5
2	47   0.5
2	48   0.5
2	51   0.5
2	53   0.5
2	60   0.5
2	63   0.5
2	66   0.5
2	68   0.5
2	69   0.5
2	70   0.5
2	71   0.5
2	72   0.5
2	74   0.5
2	75   0.5
2	79   0.5
2	81   0.5
2	83   0.5
2	88   0.5
2	89   0.5
2	93   0.5
2	95   0.5
2	97   0.5
2	98   0.5
2	99   0.5
3	0   0.5
4	2   0.5
5	2   0.5
6	0   0.5
7	0   0.5
8	0   0.5
9	2   0.5
10	0   0.5
11	0   0.5
12	0   0.5
13	0   0.5
13	2   0.5
14	2   0.5
15	0   0.5
15	2   0.5
16	0   0.5
17	2   0.5
18	2   0.5
19	2   0.5
20	2   0.5
21	2   0.5
22	0   0.5
23	0   0.5
24	2   0.5
25	0   0.5
26	0   0.5
26	2   0.5
27	2   0.5
28	2   0.5
29	0   0.5
30	2   0.5
31	0   0.5
32	0   0.5
33	0   0.5
35	0   0.5
35	2   0.5
36	2   0.5
37	0   0.5
37	2   0.5
38	2   0.5
39	0   0.5
40	2   0.5
41	2   0.5
42	0   0.5
42	2   0.5
43	2   0.5
44	0   0.5
44	2   0.5
46	2   0.5
47	0   0.5
49	2   0.5
50	0   0.5
51	0   0.5
52	0   0.5
52	2   0.5
54	0   0.5
55	2   0.5
56	2   0.5
57	0   0.5
58	2   0.5
59	0   0.5
60	2   0.5
61	0   0.5
61	2   0.5
62	2   0.5
63	2   0.5
64	0   0.5
65	0   0.5
67	2   0.5
68	0   0.5
71	2   0.5
72	0   0.5
73	0   0.5
73	2   0.5
74	2   0.5
75	2   0.5
76	0   0.5
76	2   0.5
77	0   0.5
77	2   0.5
78	0   0.5
78	2   0.5
79	2   0.5
80	2   0.5
82	0   0.5
83	0   0.5
84	2   0.5
85	0   0.5
86	0   0.5
86	2   0.5
87	0   0.5
87	2   0.5
88	0   0.5
89	2   0.5
90	2   0.5
91	0   0.5
92	2   0.5
93	2   0.5
94	0   0.5
96	2   0.5
97	0   0.5
99	2   0.5
