0	1   0.5
0	4   0.5
0	5   0.5
0	17   0.5
0	20   0.5
0	21   0.5
0	22   0.5
0	24   0.5
0	28   0.5
0	29   0.5
0	32   0.5
0	33   0.5
0	34   0.5
2	0   0.5
2	2   0.5
2	3   0.5
2	6   0.5
2	7   0.5
2	8   0.5
2	9   0.5
2	10   0.5
2	11   0.5
2	12   0.5
2	14   0.5
2	16   0.5
2	18   0.5
2	19   0.5
2	23   0.5
2	25   0.5
2	27   0.5
2	30   0.5
2	31   0.5
2	34   0.5
2	36   0.5
2	38   0.5
2	39   0.5
3	0   0.5
4	2   0.5
5	2   0.5
6	0   0.5
7	0   0.5
8	0   0.5
9	2   0.5
10	0   0.5
11	0   0.5
12	0   0.5
13	0   0.5
13	2   0.5
14	2   0.5
15	0   0.5
15	2   0.5
16	0   0.5
17	2   0.5
18	2   0.5
19	2   0.5
20	2   0.5
21	2   0.5
22	0   0.5
23	0   0.5
24	2   0.5
25	0   0.5
26	0   0.5
26	2   0.5
27	2   0.5
28	2   0.5
29	0   0.5
30	2   0.5
31	0   0.5
32	0   0.5
33	0   0.5
35	0   0.5
35	2   0.5
36	2   0.5
37	0   0.5
37	2   0.5
38	2   0.5
39	0   0.5
